week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-46,-0.060537280070121324,0.8254245669834525,0.004867849788705345,0.8165546218795949,4.0
2025-47,-0.2456442094400524,1.0,-0.05771530717757871,1.0,1.0
2025-48,-0.646177785307425,0.4343183771357143,-0.47039727879710674,0.9151019256639195,3.0
2025-49,0.34138182404979706,1.0,1.2145977765536853,1.0,1.0
2025-50,-0.11448816862640994,0.7544253472920427,0.11565352703444971,0.8355047149374119,10.0
2025-51,-0.2196309552036045,0.6876875680003101,-0.01895763383852332,0.7300648007837961,9.0
2025-52,-0.2984600982623708,0.9783963703050109,0.10774676236005319,0.8684605309161034,14.0
2026-00,0.19610695282831894,0.9101742194072008,0.22343751988513105,0.6627427830506379,7.0
2026-01,-0.18316058356086348,1.0443188733926385,-0.11762763658435826,1.162689372442332,64.0
2026-02,0.07852128734341679,1.0255062413053073,0.20069227046685764,1.0562916422820758,49.0
2026-03,-0.2507817286715373,1.0198398593915576,0.1691223927683436,0.8658794938457096,68.0
2026-04,0.21515647321993073,1.0129091039091327,-0.0005681186686858538,0.9170418997824906,96.0
2026-05,0.05234240305379795,0.8891581316848476,0.07083941354878935,0.9468183303049501,87.0
2026-06,0.019682493564880412,0.9036255980215541,0.12197540212803451,1.0145247156182406,107.0
2026-07,0.08131604092038348,0.9384635604445726,0.001533257120234905,0.924087045330602,122.0
2026-08,-0.101120275481741,1.0533327936969188,-0.0398658062543409,0.9141961237789537,122.0
2026-09,-0.14982496198474027,0.7085101710890872,-0.3187252525690251,0.7761499020542664,62.0
2026-10,0.13286818243278592,0.9350254554605447,0.0710264953466446,0.8483507026611176,40.0
2026-11,-0.04978002396091542,1.0359168145915005,0.05304749222591881,0.959279654405896,53.0
2026-12,-0.02620173435422246,1.0957516472185336,0.16286258489367333,1.1603001716099062,51.0
2026-13,-0.034252925964805316,1.0610809597843254,-0.011752919296654153,0.9726318613825529,64.0
2026-14,0.2750242315389288,0.9599450846175764,0.04683875346008658,1.0363455766202498,104.0
2026-15,0.053798631543958975,0.9475778237949761,0.10328277631872775,1.0706062421546452,155.0
2026-16,0.1413018040518567,1.0478689963938475,-0.0590681225106881,1.1059872639854025,122.0
2026-17,0.24935283371180647,0.8204755991401688,0.08358172178155246,0.8648651418709798,107.0
2026-18,0.02502578949767068,0.8855283774329096,-0.0740034848132665,0.8734813589952649,113.0
2026-19,0.2872430543461288,1.0109892743095172,0.17232545637850014,1.0453307150255113,86.0
2026-20,-0.08148033019940767,0.8687948387230051,-0.09082899765582425,0.9926288254492502,117.0
2026-21,0.07543162501566886,1.0217657340127968,-0.02451304845102251,0.9398109456911685,105.0
2026-22,-0.05646298626031476,1.0626043719412426,-0.07222297692942073,0.8822884317886759,65.0
2026-23,0.20744563407344319,1.030438605324566,0.109723372262368,0.9603446362136021,93.0
2026-24,-0.04990658979437046,0.852932613858947,-0.12083467177057278,1.0096694517600089,75.0
2026-25,-0.14870317833418456,0.9745270397233339,0.01881087135766081,0.9678675305062999,191.0
2026-26,-0.26551165965167756,0.9652962202522326,-0.1388122458008135,0.96964832848532,122.0
2026-27,0.15350177430335554,1.214561469014335,-0.13020006041122034,1.1185842039121185,66.0
2026-28,-0.09786817003727707,1.1067086221704825,0.057489261995225784,1.0239154574913247,52.0
2026-29,-0.10204779527299081,0.8095067989701626,-0.06623039279813427,0.9444669162403262,52.0
2026-30,-0.03323076259477148,1.1217526939546083,0.20166291137147874,0.8425089929685673,42.0
2026-31,-0.31133572568999784,0.88523221738063,-0.07020321603190513,1.2207938860949012,30.0
2026-32,-0.3356799395714411,0.8489849128490481,-0.1508258281802931,0.8833784510586415,72.0
2026-33,0.17415071718687886,0.9877342596513375,0.03281893969205399,1.0275665804226355,18.0
2026-34,-0.44422727075217594,0.7793638619451524,-0.2981150677755927,0.9469245976754004,7.0
2026-35,-0.18474490884893044,0.7614061106847118,0.09019075696903402,1.3245645800558632,13.0
2026-36,0.0369016380005609,1.6251297589596312,-0.12998146285927953,1.4296953961936028,4.0
