,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Alta,Alta,GPE,-0.06250000,0.22083333,en,1.00000000,4280282-9,3598119,P,15.47025000,-90.37455000,CENTRAL-AMERICA,Guatemala,SCA
Andorra,Andorra,GPE,0.25000000,0.83333333,en,1.00000000,4001937-8,3041565,A,42.55000000,1.58333000,EUROPE-AFRICA,Andorra,MED
Boca,Boca,LOC,0.00000000,0.00000000,en,1.00000000,4194370-3,4148411,P,26.35869000,-80.08310000,NORTH-AMERICA,United States,ENA
Irún,Irún,GPE,0.20000000,0.46666667,en,1.00000000,4612240-0,3120304,P,43.33904000,-1.78938000,EUROPE-AFRICA,Spain,MED
the United States-Mexico-Ca,the United States-Mexico-Ca,GPE,0.00000000,0.00000000,en,1.00000000,,5372583,P,35.46885000,-119.26872000,NORTH-AMERICA,United States,WNA
Alps,Alps,LOC,-0.10000000,0.00000000,en,1.00000000,,0,,,,,,
Magallanes,Magallanes,GPE,0.15000000,0.35000000,en,1.00000000,5058706-7,4036650,A,-52.50026000,-73.00067000,SOUTH-AMERICA,Chile,SSA
Aguascalientes,Aguascalientes,GPE,0.00000000,0.20000000,en,1.00000000,136031-0,4019233,P,21.88262000,-102.28430000,CENTRAL-AMERICA,Mexico,NCA
Puracé,Puracé,GPE,-0.12500000,0.37500000,en,1.00000000,4207632-8,3671223,A,2.33851000,-76.38759000,SOUTH-AMERICA,Colombia,NWS
Guaíba,Guaíba,GPE,0.43333333,0.73333333,en,1.00000000,5555288-2,3473964,P,-30.11389000,-51.32500000,SOUTH-AMERICA,Brazil,SES
Porto Alegre,Porto Alegre,GPE,0.43333333,0.73333333,en,1.00000000,4272276-7,3452925,P,-30.03283000,-51.23019000,SOUTH-AMERICA,Brazil,SES
Campo de Cartagena,Campo de Cartagena,LOC,0.00000000,0.00000000,en,1.00000000,,2520417,P,37.66667000,-0.93333000,EUROPE-AFRICA,Spain,MED
Nepal,Nepal,GPE,0.08666667,0.32333333,en,1.00000000,4041612-4,1282988,A,28.00000000,84.00000000,ASIA,Nepal,TIB
Malta,Malta,GPE,-0.12500000,0.37500000,en,1.00000000,508790-9,2562770,A,35.91667000,14.43333000,EUROPE-AFRICA,Malta,MED
Navarra,Navarra,GPE,-0.10000000,0.10000000,en,1.00000000,4115835-0,3114472,P,42.81687000,-1.64323000,EUROPE-AFRICA,Spain,MED
Burgos,Burgos,GPE,-0.10000000,0.10000000,en,1.00000000,4080584-0,3127461,P,42.34106000,-3.70184000,EUROPE-AFRICA,Spain,MED
Die,Die,GPE,0.50000000,0.60000000,en,1.00000000,5194543-5,2980827,P,48.28429000,6.94921000,EUROPE,France,WCE
Quito,Quito,GPE,0.13636364,0.45454545,en,1.00000000,4116883-5,3652462,P,-0.22985000,-78.52495000,SOUTH-AMERICA,Ecuador,NWS
Guayaquil,Guayaquil,GPE,0.13636364,0.45454545,en,1.00000000,4239243-3,3657509,P,-2.19616000,-79.88621000,SOUTH-AMERICA,Ecuador,NWS
Malaga,Malaga,GPE,0.00000000,0.06666667,en,1.00000000,4100040-7,2514256,P,36.72016000,-4.42034000,EUROPE-AFRICA,Spain,MED
Piri,Piri,GPE,-0.03333333,0.53333333,en,1.00000000,,833647,T,42.17495000,21.05524000,EUROPE-AFRICA,North Macedonia,MED
Panticosa,Panticosa,LOC,0.01666667,0.20000000,en,1.00000000,4244654-5,3114415,P,42.72381000,-0.28170000,EUROPE-AFRICA,Spain,MED
Retiro,Retiro,GPE,0.28666667,0.59666667,en,1.00000000,120794601X,9031067,S,-35.96043000,-71.79261000,SOUTH-AMERICA,Chile,SWS
Santiago,Santiago,GPE,0.10416667,0.83333333,en,1.00000000,4122723-2,3871336,P,-33.45694000,-70.64827000,SOUTH-AMERICA,Chile,SWS
the central zone,the central zone,LOC,0.16666667,0.45833333,en,1.00000000,,7869875,A,13.78507000,38.82055000,AFRICA,Ethiopia,NEAF
MONTEVIDEO,MONTEVIDEO,GPE,0.00000000,0.00000000,en,1.00000000,4115214-1,3441575,P,-34.90328000,-56.18816000,SOUTH-AMERICA,Uruguay,SES
the Atlantic Coast,the Atlantic Coast,LOC,-0.00833333,0.66666667,en,1.00000000,,12212303,L,37.02332000,-77.36954000,NORTH-AMERICA,United States,ENA
HOUSTON,HOUSTON,GPE,-0.21250000,0.68333333,en,1.00000000,4095673-8,4699066,P,29.76328000,-95.36327000,NORTH-AMERICA,United States,CNA
Yucatecan,Yucatecan,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Guanaceví,Guanaceví,GPE,-0.30000000,0.46666667,en,1.00000000,,8581864,A,25.99610000,-106.10898000,CENTRAL-AMERICA,Mexico,NCA
Movistar,Movistar,GPE,0.40000000,0.40000000,en,1.00000000,,9883534,T,-34.89269000,-55.26192000,SOUTH-AMERICA,Uruguay,SES
Oviedo,Oviedo,GPE,0.00000000,0.00000000,en,1.00000000,4116850-1,3114711,P,43.36029000,-5.84476000,EUROPE-AFRICA,Spain,MED
Brasilia,Brasilia,GPE,-0.05000000,0.70000000,en,1.00000000,4008003-1,3469034,A,-10.00000000,-55.00000000,SOUTH-AMERICA,Brazil,SAM
Houston,Houston,GPE,-0.07142857,0.14285714,en,1.00000000,4095673-8,4699066,P,29.76328000,-95.36327000,NORTH-AMERICA,United States,CNA
Biobío,Biobío,GPE,0.00000000,0.00000000,en,1.00000000,,3898380,A,-37.37500000,-72.45000000,SOUTH-AMERICA,Chile,SWS
Rancho Chico,Rancho Chico,GPE,1.00000000,1.00000000,en,1.00000000,,4721422,P,28.02557000,-97.49694000,CENTRAL-AMERICA,United States,NCA
London,London,GPE,0.25000000,0.50000000,en,1.00000000,4074335-4,2643743,P,51.50853000,-0.12574000,EUROPE,United Kingdom,NEU
Ziganda,Ziganda,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Tetouan,Tetouan,GPE,0.00000000,0.00000000,en,1.00000000,,2528910,P,35.57845000,-5.36837000,EUROPE-AFRICA,Morocco,MED
the Betic mountains,the Betic mountains,LOC,-0.10000000,0.12500000,en,1.00000000,,0,,,,,,
"the Central System
","the Central System
",LOC,-0.10000000,0.12500000,en,1.00000000,,4873067,L,43.13329000,-93.28354000,NORTH-AMERICA,United States,CNA
The Canary Islands,The Canary Islands,LOC,0.05000000,0.52500000,en,1.00000000,,2520308,T,28.00000000,-15.50000000,AFRICA,Spain,SAH
Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,GPE,0.00000000,0.06666667,en,1.00000000,4252447-7,2515270,P,28.10178000,-15.41573000,AFRICA,Spain,SAH
Texas,Texas,GPE,0.02045455,0.40151515,en,1.00000000,4059594-8,12217092,L,28.92040000,-98.57720000,CENTRAL-AMERICA,United States,NCA
New England,New England,LOC,0.02045455,0.40151515,en,1.00000000,4075306-2,11919979,L,44.00000000,-71.00000000,NORTH-AMERICA,United States,ENA
Olympia,Olympia,GPE,-0.03611111,0.43888889,en,1.00000000,4271795-4,5805687,P,47.04491000,-122.90169000,NORTH-AMERICA,United States,WNA
Hollywood,Hollywood,GPE,0.43750000,0.37500000,en,1.00000000,4408912-0,4158928,P,26.01120000,-80.14949000,NORTH-AMERICA,United States,ENA
El Niño,El Niño,GPE,0.00000000,0.00000000,en,1.00000000,,12513655,L,-0.90231000,-89.52853000,PACIFIC,Ecuador,EPO
The Yucatan Peninsula,The Yucatan Peninsula,LOC,0.10714286,0.26428571,en,1.00000000,,0,,,,,,
Conaf,Conaf,GPE,0.10000000,0.35000000,en,1.00000000,,0,,,,,,
Los Domingos,Los Domingos,GPE,0.50000000,1.00000000,en,1.00000000,,3498653,H,18.80093000,-68.90191000,CENTRAL-AMERICA,Dominican Republic,CAR
Juventud,Juventud,GPE,0.00000000,0.06666667,en,1.00000000,,3556608,A,21.70000000,-82.81667000,CENTRAL-AMERICA,Cuba,CAR
New Magazindie,New Magazindie,GPE,0.15340909,0.45454545,en,1.00000000,,0,,,,,,
Greenland,Greenland,GPE,-0.60000000,1.00000000,en,1.00000000,4022113-1,3425505,A,72.00000000,-40.00000000,POLAR,Greenland,GIC
Pantanal,Pantanal,GPE,0.00000000,0.00000000,en,1.00000000,4044490-9,3455248,T,-18.00000000,-56.00000000,SOUTH-AMERICA,Brazil,SAM
Mallorca,Mallorca,GPE,0.07878788,0.35151515,en,1.00000000,4115833-7,2512989,P,39.56939000,2.65024000,EUROPE-AFRICA,Spain,MED
Aemet,Aemet,LOC,-0.03888889,0.24444444,en,1.00000000,,6294361,P,47.29287000,8.70344000,EUROPE,Switzerland,WCE
Belorado,Belorado,GPE,-0.16666667,0.16666667,en,1.00000000,,6356368,A,42.39640000,-3.17459000,EUROPE-AFRICA,Spain,MED
Chubut,Chubut,GPE,0.00000000,0.00000000,en,1.00000000,,3861244,A,-44.00000000,-69.00000000,SOUTH-AMERICA,Argentina,SSA
La Pata,La Pata,GPE,0.00000000,0.00000000,en,1.00000000,,3382533,P,3.28636000,-54.06938000,SOUTH-AMERICA,French Guiana,NSA
Tarragona,Tarragona,GPE,0.25000000,0.25000000,en,1.00000000,4059081-1,3108288,P,41.11905000,1.24544000,EUROPE-AFRICA,Spain,MED
Xpeng,Xpeng,GPE,0.11818182,0.32727273,en,1.00000000,,0,,,,,,
Liverpool,Liverpool,GPE,0.00000000,0.00000000,en,1.00000000,4036068-4,2644210,P,53.41058000,-2.97794000,EUROPE,United Kingdom,NEU
Ampurdán,Ampurdán,GPE,0.02784091,0.35738636,en,1.00000000,4355535-4,3123679,T,42.20000000,2.75000000,EUROPE-AFRICA,Spain,MED
Gerona,Gerona,GPE,0.02784091,0.35738636,en,1.00000000,4564291-6,3545867,P,21.88759000,-82.80662000,CENTRAL-AMERICA,Cuba,CAR
La Rioja,La Rioja,GPE,0.04166667,0.54500000,en,1.00000000,10081205-3,3848949,A,-29.58333000,-67.00000000,SOUTH-AMERICA,Argentina,SES
Washington,Washington,GPE,0.00000000,0.00000000,en,1.00000000,4064682-8,4140963,P,38.89511000,-77.03637000,NORTH-AMERICA,United States,ENA
Storm Ingrid,Storm Ingrid,LOC,-0.12500000,0.37500000,en,1.00000000,,0,,,,,,
Lugo,Lugo,GPE,-0.41250000,0.52083333,en,1.00000000,4111426-7,3117814,P,43.00992000,-7.55602000,EUROPE-AFRICA,Spain,MED
Chicago,Chicago,GPE,-0.24166667,0.79166667,en,1.00000000,4009921-0,4887398,P,41.85003000,-87.65005000,NORTH-AMERICA,United States,ENA
Midwest,Midwest,LOC,-0.24166667,0.79166667,en,1.00000000,4074909-5,12212748,L,43.61327000,-88.28917000,NORTH-AMERICA,United States,ENA
Germany,Germany,GPE,0.22222222,0.27777778,en,1.00000000,4011882-4,2921044,A,51.50000000,10.50000000,EUROPE,Germany,WCE
